experiment_id,split_id,fold_id,method_id,operating_point,source_condition,input_view,model_unit_id,source_model_unit_id,model_id,is_exact_reuse,opaque_id,decision,logical_state,model_status,manual_semantic_review,current_field_semantics,scientific_independent_stage_key,model_stage_link_key,prediction_ref,input_cache_ref,triggered_clause_ids,status,field_n,literal_explanation_status,error
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-5d9dbd64e3e14564b0221a22467b6900,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-5d9dbd64e3e14564b0221a22467b6900,r03-d4fc509623881c842a5114dc:sample-5d9dbd64e3e14564b0221a22467b6900,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-5d9dbd64e3e14564b0221a22467b6900.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-5f95e46d790c4744b43d87096099f53d,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-5f95e46d790c4744b43d87096099f53d,r03-d4fc509623881c842a5114dc:sample-5f95e46d790c4744b43d87096099f53d,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-5f95e46d790c4744b43d87096099f53d.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-676bd0b06acd4e6d811bba4f163c62e7,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-676bd0b06acd4e6d811bba4f163c62e7,r03-d4fc509623881c842a5114dc:sample-676bd0b06acd4e6d811bba4f163c62e7,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-676bd0b06acd4e6d811bba4f163c62e7.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-7d0cf7a3679d4c53ac45e625f89b194f,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-7d0cf7a3679d4c53ac45e625f89b194f,r03-d4fc509623881c842a5114dc:sample-7d0cf7a3679d4c53ac45e625f89b194f,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-7d0cf7a3679d4c53ac45e625f89b194f.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-80ad32c65c7f4a84b70779eccd24ce6c,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-80ad32c65c7f4a84b70779eccd24ce6c,r03-d4fc509623881c842a5114dc:sample-80ad32c65c7f4a84b70779eccd24ce6c,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-80ad32c65c7f4a84b70779eccd24ce6c.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-89bbcf34beb24f66bbac691b9d61be73,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-89bbcf34beb24f66bbac691b9d61be73,r03-d4fc509623881c842a5114dc:sample-89bbcf34beb24f66bbac691b9d61be73,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-89bbcf34beb24f66bbac691b9d61be73.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-9e49742f5d844f06b1e3a334f09830a8,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-9e49742f5d844f06b1e3a334f09830a8,r03-d4fc509623881c842a5114dc:sample-9e49742f5d844f06b1e3a334f09830a8,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-9e49742f5d844f06b1e3a334f09830a8.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-a1d720b4a9be4ca9b2562409112234ee,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-a1d720b4a9be4ca9b2562409112234ee,r03-d4fc509623881c842a5114dc:sample-a1d720b4a9be4ca9b2562409112234ee,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-a1d720b4a9be4ca9b2562409112234ee.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-a2b40d8e26654e33977d07e8029b4152,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-a2b40d8e26654e33977d07e8029b4152,r03-d4fc509623881c842a5114dc:sample-a2b40d8e26654e33977d07e8029b4152,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-a2b40d8e26654e33977d07e8029b4152.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-cbad7ecdef2347f19e8da8ab4e318bcd,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-cbad7ecdef2347f19e8da8ab4e318bcd,r03-d4fc509623881c842a5114dc:sample-cbad7ecdef2347f19e8da8ab4e318bcd,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-cbad7ecdef2347f19e8da8ab4e318bcd.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
R05_PRIMARY,LOEO-v1,LOEO-v1-01,ALWAYS_ABSTAIN,NOT_APPLICABLE,SRC-111,core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core,r03-d4fc509623881c842a5114dc,False,sample-d3d254c58cde4c868caff5fdd10665e8,INSUFFICIENT_EVIDENCE,U,FIXED,NOT_REVIEWED,NOT_REVIEWED_ORIGINAL_MEASUREMENT_MANUAL_CHECK,sample-d3d254c58cde4c868caff5fdd10665e8,r03-d4fc509623881c842a5114dc:sample-d3d254c58cde4c868caff5fdd10665e8,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__ALWAYS_ABSTAIN__NOT_APPLICABLE__SRC-111__core/predictions.jsonl,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-d3d254c58cde4c868caff5fdd10665e8.json,[],PASS_CONSTANT,0,PROGRAMMATICALLY_CHECKED,null
