boolean_only_ns,cached_input_read_parse_ns,command,decision,error,explanation_only_ns,fixed_feature_conversion_ns,fold_id,input_ref,input_view,ipc_request_response_inclusive_ns,kind,logical_state,method_id,model_id,opaque_id,operating_point,pass_number,phase,pid,predict_including_explanation_and_model_integrity_ns,prediction_serialization_ns,record_role,sample_inclusive_ns,semantic_sha256,semantic_verification_ns,separate_boolean_explanation_status,sequence,source_condition,status,utc
null,87250,PREDICT,NO_ALERT,null,null,55792,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-120e3c4d39f547b5a9ea2dd62196c7f6.json,core,262125,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-120e3c4d39f547b5a9ea2dd62196c7f6,OP05,1,TIMED,14987,70333,11500,BENCHMARK_ONLY,229333,bc36fed5da0394d5f321f89c0f5f5ccc5b87639b0ccb54fec4e3447c70e4d112,1667,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,335,SRC-111,MATCH,2026-09-24T16:24:43.315611+00:00
null,82125,PREDICT,NO_ALERT,null,null,53958,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-160f9e5da8474eb6bbfaa61e769c21bc.json,core,235208,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-160f9e5da8474eb6bbfaa61e769c21bc,OP05,1,TIMED,14989,53833,11292,BENCHMARK_ONLY,205458,3e81c7fba5abdefbb3ffc65b0a40d49774a3159c21546c239f220c149a5f257c,1458,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,336,SRC-111,MATCH,2026-09-24T16:24:43.315881+00:00
null,85625,PREDICT,MANIPULATION_ALERT,null,null,53625,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-182aeff3c250426286d0dee524c6bfa4.json,core,230834,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-182aeff3c250426286d0dee524c6bfa4,OP05,1,TIMED,14989,51542,11459,BENCHMARK_ONLY,206291,8b21e113aba54df1a27a92f07feb54a67a4dd48c35cd7cc02fa9a7f5e6b095ba,1417,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,337,SRC-111,MATCH,2026-09-24T16:24:43.316129+00:00
null,78250,PREDICT,NO_ALERT,null,null,52875,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-18d243c25e2f4c4d8c89cee0a8df0001.json,core,213750,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-18d243c25e2f4c4d8c89cee0a8df0001,OP05,1,TIMED,14989,49458,9958,BENCHMARK_ONLY,194083,c02d739e462a3512ec2c02b19266ab9957fb34d286547678d77de8f5f4d21726,1042,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,338,SRC-111,MATCH,2026-09-24T16:24:43.316364+00:00
null,78208,PREDICT,MANIPULATION_ALERT,null,null,52833,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-1944650570ca4cd39fb7b25c4085427a.json,core,214042,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-1944650570ca4cd39fb7b25c4085427a,OP05,1,TIMED,14989,49041,9958,BENCHMARK_ONLY,193667,25dbf0cb5041997408d0dc179051f2a254dcfe7fd4f91c7ac2b651bdc9437331,1125,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,339,SRC-111,MATCH,2026-09-24T16:24:43.316585+00:00
null,78375,PREDICT,NO_ALERT,null,null,53250,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-19e49034b3d047ad9e5cb96c98dbfc8c.json,core,215083,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-19e49034b3d047ad9e5cb96c98dbfc8c,OP05,1,TIMED,14989,48750,9791,BENCHMARK_ONLY,194042,cbe609017bebeb693fb330c258fa7e95a96fbdab5c56e3d542ef9d6cdfe0011b,1333,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,340,SRC-111,MATCH,2026-09-24T16:24:43.316806+00:00
null,77875,PREDICT,NO_ALERT,null,null,53167,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-1af3fbc02e874366a1abaa7a59fc6648.json,core,216125,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-1af3fbc02e874366a1abaa7a59fc6648,OP05,1,TIMED,14989,48709,10250,BENCHMARK_ONLY,193500,d6bc0ee3084d941ffa055785d28ac91e6e22cfb3246b537a61ae9b910e9a6ed8,1083,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,341,SRC-111,MATCH,2026-09-24T16:24:43.317031+00:00
null,83250,PREDICT,NO_ALERT,null,null,57291,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-22af7231c85d4cc39f29e370761b0111.json,core,252500,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-22af7231c85d4cc39f29e370761b0111,OP05,1,TIMED,14987,71375,11375,BENCHMARK_ONLY,228125,f530d5a8c2942a999c525c93ceb091d4802f0f56da1e1c7992cafa2541a57727,2000,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,342,SRC-111,MATCH,2026-09-24T16:24:43.317256+00:00
null,79625,PREDICT,NO_ALERT,null,null,54500,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-22ed5502a1a24385bef4cb91046e3683.json,core,240083,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-22ed5502a1a24385bef4cb91046e3683,OP05,1,TIMED,14987,68166,12209,BENCHMARK_ONLY,218916,cee6fdb755c79d4cc8c17d6921bc808e667c74f2855d83c4835bddc4c99cbc2a,1708,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,343,SRC-111,MATCH,2026-09-24T16:24:43.317513+00:00
null,85916,PREDICT,NO_ALERT,null,null,57084,LOEO-v1-02,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-24e48e8890bc4126b5935b155cc639ee.json,core,255500,SAMPLE,F,GREEDY_OR,r03-473f47463b00eb7aea74f493,sample-24e48e8890bc4126b5935b155cc639ee,OP05,1,TIMED,14988,72458,11500,BENCHMARK_ONLY,231834,51867a3bfdbbb65befbfbb96c74bacc446463e549a45d491c93595ffc437dddb,1917,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,344,SRC-111,MATCH,2026-09-24T16:24:43.317763+00:00
null,80250,PREDICT,NO_ALERT,null,null,54792,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-24fb59bf6a1849bc9d0c2e1884e9482b.json,core,233958,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-24fb59bf6a1849bc9d0c2e1884e9482b,OP05,1,TIMED,14989,58709,11917,BENCHMARK_ONLY,210167,8f9cacbbfa5a5059bf27dab69f80637791e8010521e5b82619839de432d2e148,1334,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,345,SRC-111,MATCH,2026-09-24T16:24:43.318025+00:00
null,80667,PREDICT,NO_ALERT,null,null,53541,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2b9de382d01b49d7a19a13821e13f5a5.json,core,224500,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2b9de382d01b49d7a19a13821e13f5a5,OP05,1,TIMED,14989,51250,11125,BENCHMARK_ONLY,201084,bea84ce58cae8c31ad11fc28f4264d306852f365b6032e4a9f88556a070ff01b,1458,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,346,SRC-111,MATCH,2026-09-24T16:24:43.318266+00:00
null,85750,PREDICT,NO_ALERT,null,null,58375,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2bf57f5017f94a6a936704994f5b8536.json,core,232625,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2bf57f5017f94a6a936704994f5b8536,OP05,1,TIMED,14989,54084,10000,BENCHMARK_ONLY,211958,ea5e45bef29fde33d2935ff57aa49f0c764701d26756a0bee025a0ced9fa0cd1,1250,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,347,SRC-111,MATCH,2026-09-24T16:24:43.318500+00:00
null,77333,PREDICT,NO_ALERT,null,null,53167,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2da864e5446e43479aae3a4834b9789c.json,core,213000,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2da864e5446e43479aae3a4834b9789c,OP05,1,TIMED,14989,48417,10458,BENCHMARK_ONLY,192875,330d10c2eb37301ebccc9a94c4048f5f6bca694217ee7127ace1fb0118cdd16d,1083,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,348,SRC-111,MATCH,2026-09-24T16:24:43.318738+00:00
null,77500,PREDICT,NO_ALERT,null,null,53209,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-30c2aafc02bb4f88934f1a681b99ecfb.json,core,212292,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-30c2aafc02bb4f88934f1a681b99ecfb,OP05,1,TIMED,14989,48417,9917,BENCHMARK_ONLY,192834,7053ed91d6c53ee3df9906251b7583a63176adee0feb3d9b093ba967616dd123,1250,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,349,SRC-111,MATCH,2026-09-24T16:24:43.318959+00:00
null,88250,PREDICT,NO_ALERT,null,null,54250,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-33573aabe86e47cfbe7f60f14a82161f.json,core,225708,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-33573aabe86e47cfbe7f60f14a82161f,OP05,1,TIMED,14989,48875,10250,BENCHMARK_ONLY,205334,bd15b460be36697f2559e652d79deeeada437af1b5b9e1c21fbc9370b6e29731,1000,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,350,SRC-111,MATCH,2026-09-24T16:24:43.319177+00:00
null,85167,PREDICT,NO_ALERT,null,null,57958,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-35331f1c414b4c5693fa7ce53327c5fc.json,core,234458,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-35331f1c414b4c5693fa7ce53327c5fc,OP05,1,TIMED,14989,54292,11166,BENCHMARK_ONLY,212459,3a055f79e266ac8de403caef6b4133e503a454f50a95cde508efb4772a69f11b,1125,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,351,SRC-111,MATCH,2026-09-24T16:24:43.319414+00:00
null,82083,PREDICT,NO_ALERT,null,null,52708,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3612e598c6ec4901a6ed3e2298033d69.json,core,217500,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-3612e598c6ec4901a6ed3e2298033d69,OP05,1,TIMED,14989,48583,10458,BENCHMARK_ONLY,197667,ef6125ffa7ba88607b67c145ea1a99e45b2b62443badc53d119337c8a8d86e2c,1333,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,352,SRC-111,MATCH,2026-09-24T16:24:43.319656+00:00
null,77167,PREDICT,NO_ALERT,null,null,52292,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3625f791402a4c98a874d7752e34d53e.json,core,223000,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-3625f791402a4c98a874d7752e34d53e,OP05,1,TIMED,14989,49292,10917,BENCHMARK_ONLY,194084,7f2e3ea5b847e58c5a7afc80fbf3e2b19392a50361fe19078abba9844828d4da,1708,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,353,SRC-111,MATCH,2026-09-24T16:24:43.319879+00:00
null,87834,PREDICT,NO_ALERT,null,null,58291,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-36b5abcfd74643ba8c765e7751cba651.json,core,287125,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-36b5abcfd74643ba8c765e7751cba651,OP05,1,TIMED,14989,59791,27750,BENCHMARK_ONLY,240500,9b75567c2f639a4339f52176c9cb1979bdeea1fe5da94a5dba8f93529c1d83d4,1458,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,354,SRC-111,MATCH,2026-09-24T16:24:43.320122+00:00
null,247709,PREDICT,NO_ALERT,null,null,67958,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3e78f40f8bd04583b5788feff41ee1b2.json,core,461292,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-3e78f40f8bd04583b5788feff41ee1b2,OP05,1,TIMED,14987,78167,11667,BENCHMARK_ONLY,410833,7abcdd2227d874c022d3cdc2ca9b165ac7e22e4c1aa5f0ff309b59d97884c7d1,2334,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,355,SRC-111,MATCH,2026-09-24T16:24:43.320440+00:00
null,104500,PREDICT,MANIPULATION_ALERT,null,null,58125,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-40c36801d19248dd9b0379d4e68e3e5d.json,core,267375,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-40c36801d19248dd9b0379d4e68e3e5d,OP05,1,TIMED,14989,54125,10917,BENCHMARK_ONLY,232292,3762cb989e567f2541fa17e8a5a8f6d759c3c87d79512881fda7b0b5f7b3ab7d,2084,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,356,SRC-111,MATCH,2026-09-24T16:24:43.320910+00:00
null,88167,PREDICT,NO_ALERT,null,null,53916,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-43353bca4447439a8b6567a7912580c2.json,core,234584,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-43353bca4447439a8b6567a7912580c2,OP05,1,TIMED,14989,49708,9958,BENCHMARK_ONLY,205625,cf179982776934593c63b0aa4694f4780898afa70474c9059a311cad7b687a08,1291,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,357,SRC-111,MATCH,2026-09-24T16:24:43.321186+00:00
null,82833,PREDICT,NO_ALERT,null,null,52125,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-437a6b1693cf4be99d0aa2e82bd219e5.json,core,232833,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-437a6b1693cf4be99d0aa2e82bd219e5,OP05,1,TIMED,14989,52291,13000,BENCHMARK_ONLY,204584,7047bfd7b5c48cb5c75a2105cdd674f1e292712ebaa8e5f9f24969b6f729c174,1375,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,358,SRC-111,MATCH,2026-09-24T16:24:43.321431+00:00
null,104375,PREDICT,NO_ALERT,null,null,69583,LOEO-v1-02,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-43c57dc95de64fd68ff3c063b467954a.json,core,313042,SAMPLE,F,GREEDY_OR,r03-473f47463b00eb7aea74f493,sample-43c57dc95de64fd68ff3c063b467954a,OP05,1,TIMED,14988,79750,13125,BENCHMARK_ONLY,272375,243f4e7b36787870c9fc60cd7bab26e887812ef6dc0acae53bed247bc5817c57,2500,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,359,SRC-111,MATCH,2026-09-24T16:24:43.321683+00:00
null,97333,PREDICT,NO_ALERT,null,null,63167,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-45096de3c57844d5a2bdf29d9aa66349.json,core,285166,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-45096de3c57844d5a2bdf29d9aa66349,OP05,1,TIMED,14987,76375,11333,BENCHMARK_ONLY,252709,cd076782a7558b0c1d2535a7b0be006cbefcb8411e80ac73f9315eec922466af,1791,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,360,SRC-111,MATCH,2026-09-24T16:24:43.322006+00:00
null,82917,PREDICT,NO_ALERT,null,null,54125,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-453fb62d191d4214aac0628897ea0f4c.json,core,230791,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-453fb62d191d4214aac0628897ea0f4c,OP05,1,TIMED,14989,50667,10250,BENCHMARK_ONLY,202000,567039e87adf026f9a96a7543aad3db7797ff96537cd37a749b97474a95fb4e0,1375,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,361,SRC-111,MATCH,2026-09-24T16:24:43.322302+00:00
null,81834,PREDICT,NO_ALERT,null,null,53125,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-46d8e74344ca49d2a3179d9959d4e9a2.json,core,234916,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-46d8e74344ca49d2a3179d9959d4e9a2,OP05,1,TIMED,14989,54750,10917,BENCHMARK_ONLY,204916,4e3ff66a15b6bd2036864367f72d9609c39545805fd07d2e79ee615cf2fbfc33,1500,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,362,SRC-111,MATCH,2026-09-24T16:24:43.322545+00:00
