boolean_only_ns,cached_input_read_parse_ns,command,decision,error,explanation_only_ns,fixed_feature_conversion_ns,fold_id,input_ref,input_view,ipc_request_response_inclusive_ns,kind,logical_state,method_id,model_id,opaque_id,operating_point,pass_number,phase,pid,predict_including_explanation_and_model_integrity_ns,prediction_serialization_ns,record_role,sample_inclusive_ns,semantic_sha256,semantic_verification_ns,separate_boolean_explanation_status,sequence,source_condition,status,utc
null,89750,PREDICT,NO_ALERT,null,null,60250,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-120e3c4d39f547b5a9ea2dd62196c7f6.json,core,274750,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-120e3c4d39f547b5a9ea2dd62196c7f6,OP05,1,WARMUP,14987,74833,12042,BENCHMARK_ONLY,241667,bc36fed5da0394d5f321f89c0f5f5ccc5b87639b0ccb54fec4e3447c70e4d112,1792,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,173,SRC-111,MATCH,2026-09-24T16:24:43.272414+00:00
null,84417,PREDICT,NO_ALERT,null,null,54250,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-160f9e5da8474eb6bbfaa61e769c21bc.json,core,233542,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-160f9e5da8474eb6bbfaa61e769c21bc,OP05,1,WARMUP,14989,51416,10667,BENCHMARK_ONLY,204750,3e81c7fba5abdefbb3ffc65b0a40d49774a3159c21546c239f220c149a5f257c,1333,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,174,SRC-111,MATCH,2026-09-24T16:24:43.272698+00:00
null,82583,PREDICT,MANIPULATION_ALERT,null,null,51916,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-182aeff3c250426286d0dee524c6bfa4.json,core,228417,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-182aeff3c250426286d0dee524c6bfa4,OP05,1,WARMUP,14989,50250,9958,BENCHMARK_ONLY,198542,8b21e113aba54df1a27a92f07feb54a67a4dd48c35cd7cc02fa9a7f5e6b095ba,1209,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,175,SRC-111,MATCH,2026-09-24T16:24:43.272943+00:00
null,93625,PREDICT,NO_ALERT,null,null,59958,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-18d243c25e2f4c4d8c89cee0a8df0001.json,core,255250,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-18d243c25e2f4c4d8c89cee0a8df0001,OP05,1,WARMUP,14989,55709,11250,BENCHMARK_ONLY,225000,c02d739e462a3512ec2c02b19266ab9957fb34d286547678d77de8f5f4d21726,1625,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,176,SRC-111,MATCH,2026-09-24T16:24:43.273187+00:00
null,89333,PREDICT,MANIPULATION_ALERT,null,null,56250,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-1944650570ca4cd39fb7b25c4085427a.json,core,230125,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-1944650570ca4cd39fb7b25c4085427a,OP05,1,WARMUP,14989,49375,9958,BENCHMARK_ONLY,208708,25dbf0cb5041997408d0dc179051f2a254dcfe7fd4f91c7ac2b651bdc9437331,1250,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,177,SRC-111,MATCH,2026-09-24T16:24:43.273451+00:00
null,79209,PREDICT,NO_ALERT,null,null,52333,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-19e49034b3d047ad9e5cb96c98dbfc8c.json,core,215667,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-19e49034b3d047ad9e5cb96c98dbfc8c,OP05,1,WARMUP,14989,49166,10792,BENCHMARK_ONLY,195416,cbe609017bebeb693fb330c258fa7e95a96fbdab5c56e3d542ef9d6cdfe0011b,1333,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,178,SRC-111,MATCH,2026-09-24T16:24:43.273688+00:00
null,78416,PREDICT,NO_ALERT,null,null,52541,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-1af3fbc02e874366a1abaa7a59fc6648.json,core,213458,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-1af3fbc02e874366a1abaa7a59fc6648,OP05,1,WARMUP,14989,48500,9875,BENCHMARK_ONLY,193083,d6bc0ee3084d941ffa055785d28ac91e6e22cfb3246b537a61ae9b910e9a6ed8,1208,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,179,SRC-111,MATCH,2026-09-24T16:24:43.273911+00:00
null,82750,PREDICT,NO_ALERT,null,null,56584,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-22af7231c85d4cc39f29e370761b0111.json,core,249792,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-22af7231c85d4cc39f29e370761b0111,OP05,1,WARMUP,14987,70458,11542,BENCHMARK_ONLY,226125,f530d5a8c2942a999c525c93ceb091d4802f0f56da1e1c7992cafa2541a57727,1917,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,180,SRC-111,MATCH,2026-09-24T16:24:43.274137+00:00
null,80209,PREDICT,NO_ALERT,null,null,52208,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-22ed5502a1a24385bef4cb91046e3683.json,core,235125,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-22ed5502a1a24385bef4cb91046e3683,OP05,1,WARMUP,14987,67084,10916,BENCHMARK_ONLY,214541,cee6fdb755c79d4cc8c17d6921bc808e667c74f2855d83c4835bddc4c99cbc2a,1416,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,181,SRC-111,MATCH,2026-09-24T16:24:43.274392+00:00
null,148458,PREDICT,NO_ALERT,null,null,86750,LOEO-v1-02,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-24e48e8890bc4126b5935b155cc639ee.json,core,429458,SAMPLE,F,GREEDY_OR,r03-473f47463b00eb7aea74f493,sample-24e48e8890bc4126b5935b155cc639ee,OP05,1,WARMUP,14988,113791,16334,BENCHMARK_ONLY,372417,51867a3bfdbbb65befbfbb96c74bacc446463e549a45d491c93595ffc437dddb,3292,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,182,SRC-111,MATCH,2026-09-24T16:24:43.274653+00:00
null,79958,PREDICT,NO_ALERT,null,null,56333,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-24fb59bf6a1849bc9d0c2e1884e9482b.json,core,242875,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-24fb59bf6a1849bc9d0c2e1884e9482b,OP05,1,WARMUP,14989,65292,10417,BENCHMARK_ONLY,216333,8f9cacbbfa5a5059bf27dab69f80637791e8010521e5b82619839de432d2e148,1667,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,183,SRC-111,MATCH,2026-09-24T16:24:43.275080+00:00
null,77667,PREDICT,NO_ALERT,null,null,51167,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2b9de382d01b49d7a19a13821e13f5a5.json,core,213542,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2b9de382d01b49d7a19a13821e13f5a5,OP05,1,WARMUP,14989,50000,10209,BENCHMARK_ONLY,192875,bea84ce58cae8c31ad11fc28f4264d306852f365b6032e4a9f88556a070ff01b,1083,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,184,SRC-111,MATCH,2026-09-24T16:24:43.275328+00:00
null,77667,PREDICT,NO_ALERT,null,null,51042,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2bf57f5017f94a6a936704994f5b8536.json,core,212917,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2bf57f5017f94a6a936704994f5b8536,OP05,1,WARMUP,14989,49667,10542,BENCHMARK_ONLY,192542,ea5e45bef29fde33d2935ff57aa49f0c764701d26756a0bee025a0ced9fa0cd1,1167,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,185,SRC-111,MATCH,2026-09-24T16:24:43.275549+00:00
null,77834,PREDICT,NO_ALERT,null,null,51833,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2da864e5446e43479aae3a4834b9789c.json,core,215417,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2da864e5446e43479aae3a4834b9789c,OP05,1,WARMUP,14989,50459,10625,BENCHMARK_ONLY,194375,330d10c2eb37301ebccc9a94c4048f5f6bca694217ee7127ace1fb0118cdd16d,1041,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,186,SRC-111,MATCH,2026-09-24T16:24:43.275771+00:00
null,82625,PREDICT,NO_ALERT,null,null,53083,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-30c2aafc02bb4f88934f1a681b99ecfb.json,core,217958,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-30c2aafc02bb4f88934f1a681b99ecfb,OP05,1,WARMUP,14989,48875,10083,BENCHMARK_ONLY,198625,7053ed91d6c53ee3df9906251b7583a63176adee0feb3d9b093ba967616dd123,1375,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,187,SRC-111,MATCH,2026-09-24T16:24:43.275994+00:00
null,77416,PREDICT,NO_ALERT,null,null,52834,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-33573aabe86e47cfbe7f60f14a82161f.json,core,212500,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-33573aabe86e47cfbe7f60f14a82161f,OP05,1,WARMUP,14989,49000,10166,BENCHMARK_ONLY,193458,bd15b460be36697f2559e652d79deeeada437af1b5b9e1c21fbc9370b6e29731,1500,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,188,SRC-111,MATCH,2026-09-24T16:24:43.276218+00:00
null,77542,PREDICT,NO_ALERT,null,null,53083,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-35331f1c414b4c5693fa7ce53327c5fc.json,core,212292,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-35331f1c414b4c5693fa7ce53327c5fc,OP05,1,WARMUP,14989,49084,10000,BENCHMARK_ONLY,193208,3a055f79e266ac8de403caef6b4133e503a454f50a95cde508efb4772a69f11b,1041,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,189,SRC-111,MATCH,2026-09-24T16:24:43.276439+00:00
null,382625,PREDICT,NO_ALERT,null,null,54000,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3612e598c6ec4901a6ed3e2298033d69.json,core,525458,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-3612e598c6ec4901a6ed3e2298033d69,OP05,1,WARMUP,14989,48917,10042,BENCHMARK_ONLY,499458,ef6125ffa7ba88607b67c145ea1a99e45b2b62443badc53d119337c8a8d86e2c,1084,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,190,SRC-111,MATCH,2026-09-24T16:24:43.276661+00:00
null,82042,PREDICT,NO_ALERT,null,null,52625,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3625f791402a4c98a874d7752e34d53e.json,core,228375,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-3625f791402a4c98a874d7752e34d53e,OP05,1,WARMUP,14989,48792,10500,BENCHMARK_ONLY,197417,7f2e3ea5b847e58c5a7afc80fbf3e2b19392a50361fe19078abba9844828d4da,1000,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,191,SRC-111,MATCH,2026-09-24T16:24:43.277202+00:00
null,81167,PREDICT,NO_ALERT,null,null,50958,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-36b5abcfd74643ba8c765e7751cba651.json,core,222584,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-36b5abcfd74643ba8c765e7751cba651,OP05,1,WARMUP,14989,48708,10166,BENCHMARK_ONLY,194625,9b75567c2f639a4339f52176c9cb1979bdeea1fe5da94a5dba8f93529c1d83d4,1125,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,192,SRC-111,MATCH,2026-09-24T16:24:43.277441+00:00
null,94500,PREDICT,NO_ALERT,null,null,57375,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3e78f40f8bd04583b5788feff41ee1b2.json,core,268334,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-3e78f40f8bd04583b5788feff41ee1b2,OP05,1,WARMUP,14987,68458,11333,BENCHMARK_ONLY,236875,7abcdd2227d874c022d3cdc2ca9b165ac7e22e4c1aa5f0ff309b59d97884c7d1,2291,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,193,SRC-111,MATCH,2026-09-24T16:24:43.277678+00:00
null,81583,PREDICT,MANIPULATION_ALERT,null,null,53500,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-40c36801d19248dd9b0379d4e68e3e5d.json,core,235708,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-40c36801d19248dd9b0379d4e68e3e5d,OP05,1,WARMUP,14989,52750,11750,BENCHMARK_ONLY,203625,3762cb989e567f2541fa17e8a5a8f6d759c3c87d79512881fda7b0b5f7b3ab7d,1208,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,194,SRC-111,MATCH,2026-09-24T16:24:43.277957+00:00
null,91666,PREDICT,NO_ALERT,null,null,51083,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-43353bca4447439a8b6567a7912580c2.json,core,234375,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-43353bca4447439a8b6567a7912580c2,OP05,1,WARMUP,14989,49625,10541,BENCHMARK_ONLY,206542,cf179982776934593c63b0aa4694f4780898afa70474c9059a311cad7b687a08,1042,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,195,SRC-111,MATCH,2026-09-24T16:24:43.278204+00:00
null,81209,PREDICT,NO_ALERT,null,null,50833,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-437a6b1693cf4be99d0aa2e82bd219e5.json,core,228709,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-437a6b1693cf4be99d0aa2e82bd219e5,OP05,1,WARMUP,14989,52375,11166,BENCHMARK_ONLY,199417,7047bfd7b5c48cb5c75a2105cdd674f1e292712ebaa8e5f9f24969b6f729c174,1125,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,196,SRC-111,MATCH,2026-09-24T16:24:43.278451+00:00
null,104500,PREDICT,NO_ALERT,null,null,63750,LOEO-v1-02,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-43c57dc95de64fd68ff3c063b467954a.json,core,317292,SAMPLE,F,GREEDY_OR,r03-473f47463b00eb7aea74f493,sample-43c57dc95de64fd68ff3c063b467954a,OP05,1,WARMUP,14988,84375,15292,BENCHMARK_ONLY,274209,243f4e7b36787870c9fc60cd7bab26e887812ef6dc0acae53bed247bc5817c57,2833,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,197,SRC-111,MATCH,2026-09-24T16:24:43.278697+00:00
null,94958,PREDICT,NO_ALERT,null,null,60750,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-45096de3c57844d5a2bdf29d9aa66349.json,core,274375,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-45096de3c57844d5a2bdf29d9aa66349,OP05,1,WARMUP,14987,71042,11666,BENCHMARK_ONLY,242708,cd076782a7558b0c1d2535a7b0be006cbefcb8411e80ac73f9315eec922466af,1583,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,198,SRC-111,MATCH,2026-09-24T16:24:43.279024+00:00
null,82500,PREDICT,NO_ALERT,null,null,54125,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-453fb62d191d4214aac0628897ea0f4c.json,core,230792,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-453fb62d191d4214aac0628897ea0f4c,OP05,1,WARMUP,14989,50875,10250,BENCHMARK_ONLY,201583,567039e87adf026f9a96a7543aad3db7797ff96537cd37a749b97474a95fb4e0,1125,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,199,SRC-111,MATCH,2026-09-24T16:24:43.279308+00:00
null,80583,PREDICT,NO_ALERT,null,null,54417,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-46d8e74344ca49d2a3179d9959d4e9a2.json,core,234500,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-46d8e74344ca49d2a3179d9959d4e9a2,OP05,1,WARMUP,14989,54958,11958,BENCHMARK_ONLY,205958,4e3ff66a15b6bd2036864367f72d9609c39545805fd07d2e79ee615cf2fbfc33,1250,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,200,SRC-111,MATCH,2026-09-24T16:24:43.279551+00:00
