boolean_only_ns,cached_input_read_parse_ns,command,decision,error,explanation_only_ns,fixed_feature_conversion_ns,fold_id,input_ref,input_view,ipc_request_response_inclusive_ns,kind,logical_state,method_id,model_id,opaque_id,operating_point,pass_number,phase,pid,predict_including_explanation_and_model_integrity_ns,prediction_serialization_ns,record_role,sample_inclusive_ns,semantic_sha256,semantic_verification_ns,separate_boolean_explanation_status,sequence,source_condition,status,utc
null,101125,PREDICT,NO_ALERT,null,null,66083,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-120e3c4d39f547b5a9ea2dd62196c7f6.json,core,305709,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-120e3c4d39f547b5a9ea2dd62196c7f6,OP05,1,COLD,14987,85667,14792,BENCHMARK_ONLY,275125,bc36fed5da0394d5f321f89c0f5f5ccc5b87639b0ccb54fec4e3447c70e4d112,3750,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,11,SRC-111,MATCH,2026-09-24T16:24:43.228179+00:00
null,84625,PREDICT,NO_ALERT,null,null,54334,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-160f9e5da8474eb6bbfaa61e769c21bc.json,core,231000,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-160f9e5da8474eb6bbfaa61e769c21bc,OP05,1,COLD,14989,53125,11791,BENCHMARK_ONLY,208042,3e81c7fba5abdefbb3ffc65b0a40d49774a3159c21546c239f220c149a5f257c,1416,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,12,SRC-111,MATCH,2026-09-24T16:24:43.228493+00:00
null,81667,PREDICT,MANIPULATION_ALERT,null,null,53375,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-182aeff3c250426286d0dee524c6bfa4.json,core,221500,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-182aeff3c250426286d0dee524c6bfa4,OP05,1,COLD,14989,50416,10917,BENCHMARK_ONLY,200375,8b21e113aba54df1a27a92f07feb54a67a4dd48c35cd7cc02fa9a7f5e6b095ba,1333,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,13,SRC-111,MATCH,2026-09-24T16:24:43.228730+00:00
null,82250,PREDICT,NO_ALERT,null,null,53833,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-18d243c25e2f4c4d8c89cee0a8df0001.json,core,220959,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-18d243c25e2f4c4d8c89cee0a8df0001,OP05,1,COLD,14989,49083,11250,BENCHMARK_ONLY,199917,c02d739e462a3512ec2c02b19266ab9957fb34d286547678d77de8f5f4d21726,1083,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,14,SRC-111,MATCH,2026-09-24T16:24:43.228960+00:00
null,86292,PREDICT,MANIPULATION_ALERT,null,null,53209,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-1944650570ca4cd39fb7b25c4085427a.json,core,226958,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-1944650570ca4cd39fb7b25c4085427a,OP05,1,COLD,14989,49875,10708,BENCHMARK_ONLY,203833,25dbf0cb5041997408d0dc179051f2a254dcfe7fd4f91c7ac2b651bdc9437331,1208,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,15,SRC-111,MATCH,2026-09-24T16:24:43.229191+00:00
null,80625,PREDICT,NO_ALERT,null,null,52125,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-19e49034b3d047ad9e5cb96c98dbfc8c.json,core,217583,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-19e49034b3d047ad9e5cb96c98dbfc8c,OP05,1,COLD,14989,50042,10375,BENCHMARK_ONLY,197125,cbe609017bebeb693fb330c258fa7e95a96fbdab5c56e3d542ef9d6cdfe0011b,1333,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,16,SRC-111,MATCH,2026-09-24T16:24:43.229427+00:00
null,80791,PREDICT,NO_ALERT,null,null,53208,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-1af3fbc02e874366a1abaa7a59fc6648.json,core,220584,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-1af3fbc02e874366a1abaa7a59fc6648,OP05,1,COLD,14989,48959,11625,BENCHMARK_ONLY,198333,d6bc0ee3084d941ffa055785d28ac91e6e22cfb3246b537a61ae9b910e9a6ed8,1209,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,17,SRC-111,MATCH,2026-09-24T16:24:43.229653+00:00
null,90833,PREDICT,NO_ALERT,null,null,58667,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-22af7231c85d4cc39f29e370761b0111.json,core,271083,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-22af7231c85d4cc39f29e370761b0111,OP05,1,COLD,14987,77167,12917,BENCHMARK_ONLY,245000,f530d5a8c2942a999c525c93ceb091d4802f0f56da1e1c7992cafa2541a57727,2250,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,18,SRC-111,MATCH,2026-09-24T16:24:43.229886+00:00
null,86083,PREDICT,NO_ALERT,null,null,54041,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-22ed5502a1a24385bef4cb91046e3683.json,core,251667,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-22ed5502a1a24385bef4cb91046e3683,OP05,1,COLD,14987,71250,12334,BENCHMARK_ONLY,228291,cee6fdb755c79d4cc8c17d6921bc808e667c74f2855d83c4835bddc4c99cbc2a,1667,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,19,SRC-111,MATCH,2026-09-24T16:24:43.230162+00:00
null,115916,PREDICT,NO_ALERT,null,null,71875,LOEO-v1-02,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-24e48e8890bc4126b5935b155cc639ee.json,core,334667,SAMPLE,F,GREEDY_OR,r03-473f47463b00eb7aea74f493,sample-24e48e8890bc4126b5935b155cc639ee,OP05,1,COLD,14988,92084,15208,BENCHMARK_ONLY,301791,51867a3bfdbbb65befbfbb96c74bacc446463e549a45d491c93595ffc437dddb,2625,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,20,SRC-111,MATCH,2026-09-24T16:24:43.230426+00:00
null,81500,PREDICT,NO_ALERT,null,null,54792,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-24fb59bf6a1849bc9d0c2e1884e9482b.json,core,225875,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-24fb59bf6a1849bc9d0c2e1884e9482b,OP05,1,COLD,14989,52458,10541,BENCHMARK_ONLY,203292,8f9cacbbfa5a5059bf27dab69f80637791e8010521e5b82619839de432d2e148,1375,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,21,SRC-111,MATCH,2026-09-24T16:24:43.230764+00:00
null,79667,PREDICT,NO_ALERT,null,null,53875,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2b9de382d01b49d7a19a13821e13f5a5.json,core,220291,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2b9de382d01b49d7a19a13821e13f5a5,OP05,1,COLD,14989,50000,10292,BENCHMARK_ONLY,197584,bea84ce58cae8c31ad11fc28f4264d306852f365b6032e4a9f88556a070ff01b,1166,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,22,SRC-111,MATCH,2026-09-24T16:24:43.230999+00:00
null,78709,PREDICT,NO_ALERT,null,null,52500,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2bf57f5017f94a6a936704994f5b8536.json,core,215291,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2bf57f5017f94a6a936704994f5b8536,OP05,1,COLD,14989,48583,10000,BENCHMARK_ONLY,193500,ea5e45bef29fde33d2935ff57aa49f0c764701d26756a0bee025a0ced9fa0cd1,1125,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,23,SRC-111,MATCH,2026-09-24T16:24:43.231227+00:00
null,77750,PREDICT,NO_ALERT,null,null,52875,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-2da864e5446e43479aae3a4834b9789c.json,core,217083,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-2da864e5446e43479aae3a4834b9789c,OP05,1,COLD,14989,50041,10958,BENCHMARK_ONLY,195542,330d10c2eb37301ebccc9a94c4048f5f6bca694217ee7127ace1fb0118cdd16d,1250,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,24,SRC-111,MATCH,2026-09-24T16:24:43.231450+00:00
null,85208,PREDICT,NO_ALERT,null,null,55875,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-30c2aafc02bb4f88934f1a681b99ecfb.json,core,224209,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-30c2aafc02bb4f88934f1a681b99ecfb,OP05,1,COLD,14989,49042,10458,BENCHMARK_ONLY,204500,7053ed91d6c53ee3df9906251b7583a63176adee0feb3d9b093ba967616dd123,1334,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,25,SRC-111,MATCH,2026-09-24T16:24:43.231677+00:00
null,79459,PREDICT,NO_ALERT,null,null,55167,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-33573aabe86e47cfbe7f60f14a82161f.json,core,229042,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-33573aabe86e47cfbe7f60f14a82161f,OP05,1,COLD,14989,54458,11125,BENCHMARK_ONLY,204125,bd15b460be36697f2559e652d79deeeada437af1b5b9e1c21fbc9370b6e29731,1209,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,26,SRC-111,MATCH,2026-09-24T16:24:43.231910+00:00
null,84709,PREDICT,NO_ALERT,null,null,51208,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-35331f1c414b4c5693fa7ce53327c5fc.json,core,218625,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-35331f1c414b4c5693fa7ce53327c5fc,OP05,1,COLD,14989,49167,10000,BENCHMARK_ONLY,198833,3a055f79e266ac8de403caef6b4133e503a454f50a95cde508efb4772a69f11b,1125,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,27,SRC-111,MATCH,2026-09-24T16:24:43.232147+00:00
null,78125,PREDICT,NO_ALERT,null,null,51292,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3612e598c6ec4901a6ed3e2298033d69.json,core,214209,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-3612e598c6ec4901a6ed3e2298033d69,OP05,1,COLD,14989,50042,10625,BENCHMARK_ONLY,193958,ef6125ffa7ba88607b67c145ea1a99e45b2b62443badc53d119337c8a8d86e2c,1250,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,28,SRC-111,MATCH,2026-09-24T16:24:43.232375+00:00
null,76875,PREDICT,NO_ALERT,null,null,56250,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3625f791402a4c98a874d7752e34d53e.json,core,222416,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-3625f791402a4c98a874d7752e34d53e,OP05,1,COLD,14989,55708,10458,BENCHMARK_ONLY,203208,7f2e3ea5b847e58c5a7afc80fbf3e2b19392a50361fe19078abba9844828d4da,1375,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,29,SRC-111,MATCH,2026-09-24T16:24:43.232596+00:00
null,77416,PREDICT,NO_ALERT,null,null,51125,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-36b5abcfd74643ba8c765e7751cba651.json,core,220833,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-36b5abcfd74643ba8c765e7751cba651,OP05,1,COLD,14989,56167,11500,BENCHMARK_ONLY,200167,9b75567c2f639a4339f52176c9cb1979bdeea1fe5da94a5dba8f93529c1d83d4,1208,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,30,SRC-111,MATCH,2026-09-24T16:24:43.232825+00:00
null,94375,PREDICT,NO_ALERT,null,null,61458,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-3e78f40f8bd04583b5788feff41ee1b2.json,core,270958,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-3e78f40f8bd04583b5788feff41ee1b2,OP05,1,COLD,14987,71000,11917,BENCHMARK_ONLY,245208,7abcdd2227d874c022d3cdc2ca9b165ac7e22e4c1aa5f0ff309b59d97884c7d1,3667,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,31,SRC-111,MATCH,2026-09-24T16:24:43.233057+00:00
null,79625,PREDICT,MANIPULATION_ALERT,null,null,54375,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-40c36801d19248dd9b0379d4e68e3e5d.json,core,221125,SAMPLE,T,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-40c36801d19248dd9b0379d4e68e3e5d,OP05,1,COLD,14989,51125,10208,BENCHMARK_ONLY,199333,3762cb989e567f2541fa17e8a5a8f6d759c3c87d79512881fda7b0b5f7b3ab7d,1375,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,32,SRC-111,MATCH,2026-09-24T16:24:43.233335+00:00
null,77792,PREDICT,NO_ALERT,null,null,56250,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-43353bca4447439a8b6567a7912580c2.json,core,225500,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-43353bca4447439a8b6567a7912580c2,OP05,1,COLD,14989,54625,11000,BENCHMARK_ONLY,203667,cf179982776934593c63b0aa4694f4780898afa70474c9059a311cad7b687a08,1334,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,33,SRC-111,MATCH,2026-09-24T16:24:43.233562+00:00
null,78292,PREDICT,NO_ALERT,null,null,52583,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-437a6b1693cf4be99d0aa2e82bd219e5.json,core,219583,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-437a6b1693cf4be99d0aa2e82bd219e5,OP05,1,COLD,14989,52292,11375,BENCHMARK_ONLY,198667,7047bfd7b5c48cb5c75a2105cdd674f1e292712ebaa8e5f9f24969b6f729c174,1333,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,34,SRC-111,MATCH,2026-09-24T16:24:43.233798+00:00
null,102375,PREDICT,NO_ALERT,null,null,67667,LOEO-v1-02,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-43c57dc95de64fd68ff3c063b467954a.json,core,300083,SAMPLE,F,GREEDY_OR,r03-473f47463b00eb7aea74f493,sample-43c57dc95de64fd68ff3c063b467954a,OP05,1,COLD,14988,82709,13500,BENCHMARK_ONLY,271375,243f4e7b36787870c9fc60cd7bab26e887812ef6dc0acae53bed247bc5817c57,1833,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,35,SRC-111,MATCH,2026-09-24T16:24:43.234032+00:00
null,83375,PREDICT,NO_ALERT,null,null,56166,LOEO-v1-01,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-45096de3c57844d5a2bdf29d9aa66349.json,core,250041,SAMPLE,F,GREEDY_OR,r03-32440e7ea280302890a67a73,sample-45096de3c57844d5a2bdf29d9aa66349,OP05,1,COLD,14987,71291,11459,BENCHMARK_ONLY,226792,cd076782a7558b0c1d2535a7b0be006cbefcb8411e80ac73f9315eec922466af,1750,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,36,SRC-111,MATCH,2026-09-24T16:24:43.234336+00:00
null,81333,PREDICT,NO_ALERT,null,null,61458,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-453fb62d191d4214aac0628897ea0f4c.json,core,238083,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-453fb62d191d4214aac0628897ea0f4c,OP05,1,COLD,14989,58292,10584,BENCHMARK_ONLY,215834,567039e87adf026f9a96a7543aad3db7797ff96537cd37a749b97474a95fb4e0,1375,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,37,SRC-111,MATCH,2026-09-24T16:24:43.234594+00:00
null,78875,PREDICT,NO_ALERT,null,null,53208,LOEO-v1-03,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R04_freeze_r1/data/current/sample-46d8e74344ca49d2a3179d9959d4e9a2.json,core,227833,SAMPLE,F,GREEDY_OR,r03-016f41d7f421b218512d7262,sample-46d8e74344ca49d2a3179d9959d4e9a2,OP05,1,COLD,14989,55833,11333,BENCHMARK_ONLY,203333,4e3ff66a15b6bd2036864367f72d9609c39545805fd07d2e79ee615cf2fbfc33,1208,NOT_RECORDED_INTERLEAVED_FROZEN_PREDICTOR,38,SRC-111,MATCH,2026-09-24T16:24:43.234839+00:00
