experiment_id,protocol_digest,split_id,method_id,operating_point,source_condition,input_view,evaluation_track,data_origin,model_unit_id,fit_job_id,fold_id,train_membership_digest,model_id,reused,executed_model_unit_id,train_membership_ref,original_model_ref,original_training_ref,registered_source_catalog_n,raw_core_alias_n,canonical_atom_n,registered_literal_n,eligible_literal_n,model_status,fit_status,selected_clause_n,selected_atom_n,complexity,train_candidate_availability,availability_counting,outcome_category
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-010,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-4968a9aa2664171256256fb2,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core/training.json,14,0,0,0,0,EMPTY_MODEL,EMPTY_CANDIDATE_POOL,0,0,0,"{""attack"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}, ""clean_post"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}, ""clean_pre"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",EMPTY_ADMITTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-011,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-a92a604edc44572ea4ea0262,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core/training.json,37,8,8,16,9,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 264, ""FAILED"": 0, ""T"": 36, ""U"": 84, ""coverage"": {""denominator"": 384, ""numerator"": 300, ""status"": ""OK"", ""value"": 0.78125}, ""defined"": 300, ""expected"": 384}, ""clean_post"": {""F"": 336, ""FAILED"": 0, ""T"": 0, ""U"": 48, ""coverage"": {""denominator"": 384, ""numerator"": 336, ""status"": ""OK"", ""value"": 0.875}, ""defined"": 336, ""expected"": 384}, ""clean_pre"": {""F"": 336, ""FAILED"": 0, ""T"": 0, ""U"": 48, ""coverage"": {""denominator"": 384, ""numerator"": 336, ""status"": ""OK"", ""value"": 0.875}, ""defined"": 336, ""expected"": 384}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-100,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-45c9d7dc730ab60a74f64e3e,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core/training.json,9,4,4,8,6,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 135, ""FAILED"": 0, ""T"": 39, ""U"": 18, ""coverage"": {""denominator"": 192, ""numerator"": 174, ""status"": ""OK"", ""value"": 0.90625}, ""defined"": 174, ""expected"": 192}, ""clean_post"": {""F"": 192, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 192, ""numerator"": 192, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 192, ""expected"": 192}, ""clean_pre"": {""F"": 192, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 192, ""numerator"": 192, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 192, ""expected"": 192}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-101,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-9e2656c4dfec04a9cded4f72,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core/training.json,32,12,10,20,13,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 321, ""FAILED"": 0, ""T"": 75, ""U"": 84, ""coverage"": {""denominator"": 480, ""numerator"": 396, ""status"": ""OK"", ""value"": 0.825}, ""defined"": 396, ""expected"": 480}, ""clean_post"": {""F"": 432, ""FAILED"": 0, ""T"": 0, ""U"": 48, ""coverage"": {""denominator"": 480, ""numerator"": 432, ""status"": ""OK"", ""value"": 0.9}, ""defined"": 432, ""expected"": 480}, ""clean_pre"": {""F"": 432, ""FAILED"": 0, ""T"": 0, ""U"": 48, ""coverage"": {""denominator"": 480, ""numerator"": 432, ""status"": ""OK"", ""value"": 0.9}, ""defined"": 432, ""expected"": 480}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-110,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-60043da49881fd54a04f0e7f,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core/training.json,23,4,4,8,6,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 135, ""FAILED"": 0, ""T"": 39, ""U"": 18, ""coverage"": {""denominator"": 192, ""numerator"": 174, ""status"": ""OK"", ""value"": 0.90625}, ""defined"": 174, ""expected"": 192}, ""clean_post"": {""F"": 192, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 192, ""numerator"": 192, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 192, ""expected"": 192}, ""clean_pre"": {""F"": 192, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 192, ""numerator"": 192, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 192, ""expected"": 192}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-111,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-473f47463b00eb7aea74f493,True,R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core/training.json,46,12,10,20,13,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 321, ""FAILED"": 0, ""T"": 75, ""U"": 84, ""coverage"": {""denominator"": 480, ""numerator"": 396, ""status"": ""OK"", ""value"": 0.825}, ""defined"": 396, ""expected"": 480}, ""clean_post"": {""F"": 432, ""FAILED"": 0, ""T"": 0, ""U"": 48, ""coverage"": {""denominator"": 480, ""numerator"": 432, ""status"": ""OK"", ""value"": 0.9}, ""defined"": 432, ""expected"": 480}, ""clean_pre"": {""F"": 432, ""FAILED"": 0, ""T"": 0, ""U"": 48, ""coverage"": {""denominator"": 480, ""numerator"": 432, ""status"": ""OK"", ""value"": 0.9}, ""defined"": 432, ""expected"": 480}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-000,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-0d4b33ac5127a2625daef289,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core/training.json,0,0,0,0,0,EMPTY_MODEL,EMPTY_CANDIDATE_POOL,0,0,0,"{""attack"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}, ""clean_post"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}, ""clean_pre"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",EMPTY_ADMITTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-001,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-0295bb0a4eff535511e499be,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core/training.json,23,8,8,16,9,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 69, ""FAILED"": 0, ""T"": 18, ""U"": 33, ""coverage"": {""denominator"": 120, ""numerator"": 87, ""status"": ""OK"", ""value"": 0.725}, ""defined"": 87, ""expected"": 120}, ""clean_post"": {""F"": 105, ""FAILED"": 0, ""T"": 0, ""U"": 15, ""coverage"": {""denominator"": 120, ""numerator"": 105, ""status"": ""OK"", ""value"": 0.875}, ""defined"": 105, ""expected"": 120}, ""clean_pre"": {""F"": 105, ""FAILED"": 0, ""T"": 0, ""U"": 15, ""coverage"": {""denominator"": 120, ""numerator"": 105, ""status"": ""OK"", ""value"": 0.875}, ""defined"": 105, ""expected"": 120}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-010,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-08ea125f3ebc4a1d6df44d44,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core/training.json,14,0,0,0,0,EMPTY_MODEL,EMPTY_CANDIDATE_POOL,0,0,0,"{""attack"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}, ""clean_post"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}, ""clean_pre"": {""coverage"": {""denominator"": 0, ""numerator"": 0, ""status"": ""NOT_EVALUABLE"", ""value"": null}}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",EMPTY_ADMITTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-011,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-ef2d81f1413fe2a5a8c3e43c,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core/training.json,37,8,8,16,9,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 69, ""FAILED"": 0, ""T"": 18, ""U"": 33, ""coverage"": {""denominator"": 120, ""numerator"": 87, ""status"": ""OK"", ""value"": 0.725}, ""defined"": 87, ""expected"": 120}, ""clean_post"": {""F"": 105, ""FAILED"": 0, ""T"": 0, ""U"": 15, ""coverage"": {""denominator"": 120, ""numerator"": 105, ""status"": ""OK"", ""value"": 0.875}, ""defined"": 105, ""expected"": 120}, ""clean_pre"": {""F"": 105, ""FAILED"": 0, ""T"": 0, ""U"": 15, ""coverage"": {""denominator"": 120, ""numerator"": 105, ""status"": ""OK"", ""value"": 0.875}, ""defined"": 105, ""expected"": 120}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-100,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-6c1aa7f352bf5ea1f83563fb,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core/training.json,9,4,4,8,6,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 33, ""FAILED"": 0, ""T"": 18, ""U"": 9, ""coverage"": {""denominator"": 60, ""numerator"": 51, ""status"": ""OK"", ""value"": 0.85}, ""defined"": 51, ""expected"": 60}, ""clean_post"": {""F"": 60, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 60, ""numerator"": 60, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 60, ""expected"": 60}, ""clean_pre"": {""F"": 60, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 60, ""numerator"": 60, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 60, ""expected"": 60}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-101,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-aed74d4d8287b4c0e09061f3,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core/training.json,32,12,10,20,13,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 81, ""FAILED"": 0, ""T"": 36, ""U"": 33, ""coverage"": {""denominator"": 150, ""numerator"": 117, ""status"": ""OK"", ""value"": 0.78}, ""defined"": 117, ""expected"": 150}, ""clean_post"": {""F"": 135, ""FAILED"": 0, ""T"": 0, ""U"": 15, ""coverage"": {""denominator"": 150, ""numerator"": 135, ""status"": ""OK"", ""value"": 0.9}, ""defined"": 135, ""expected"": 150}, ""clean_pre"": {""F"": 135, ""FAILED"": 0, ""T"": 0, ""U"": 15, ""coverage"": {""denominator"": 150, ""numerator"": 135, ""status"": ""OK"", ""value"": 0.9}, ""defined"": 135, ""expected"": 150}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-110,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-203051e51e28e06a59ecc9f3,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core/training.json,23,4,4,8,6,FITTED,HEURISTIC_FEASIBLE,1,1,2,"{""attack"": {""F"": 33, ""FAILED"": 0, ""T"": 18, ""U"": 9, ""coverage"": {""denominator"": 60, ""numerator"": 51, ""status"": ""OK"", ""value"": 0.85}, ""defined"": 51, ""expected"": 60}, ""clean_post"": {""F"": 60, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 60, ""numerator"": 60, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 60, ""expected"": 60}, ""clean_pre"": {""F"": 60, ""FAILED"": 0, ""T"": 0, ""U"": 0, ""coverage"": {""denominator"": 60, ""numerator"": 60, ""status"": ""OK"", ""value"": 1.0}, ""defined"": 60, ""expected"": 60}}","canonical atoms once, POSITIVE support only; not aliases and not both polarities",FITTED_FROM_SUPPORTED_POOL
