experiment_id,protocol_digest,split_id,method_id,operating_point,source_condition,input_view,evaluation_track,data_origin,model_unit_id,fit_job_id,fold_id,train_membership_digest,model_id,reused,executed_model_unit_id,train_membership_ref,original_model_ref,original_training_ref,status,model_status,fit_status,train_expected_n,clean_denominator,clean_budget,clean_alarms,phase_decision_coverage,complexity,train_constraints_feasible,macro_tpr,objective,empty_outcome_is_not_solver_failure
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-010,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-4968a9aa2664171256256fb2,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-010__core/training.json,PASS,EMPTY_MODEL,EMPTY_CANDIDATE_POOL,144,96,4,0,"{""attack"": 0.0, ""clean_post"": 0.0, ""clean_pre"": 0.0}",0,False,0,0,True
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-011,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-a92a604edc44572ea4ea0262,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-011__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,144,96,4,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,5/14,243/700,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-100,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-45c9d7dc730ab60a74f64e3e,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-100__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,144,96,4,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,3/7,293/700,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-101,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-9e2656c4dfec04a9cded4f72,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-101__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,144,96,4,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,3/7,293/700,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-110,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-60043da49881fd54a04f0e7f,False,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-110__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,144,96,4,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,3/7,293/700,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-111,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,LOEO-v1-02,91ca3c81351a9f36d1217438d95d06b37fb0eb59fa13fdb6acdf12168cd51e0c,r03-473f47463b00eb7aea74f493,True,R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-02__GREEDY_OR__OP05__SRC-111__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,144,96,4,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,3/7,293/700,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-000,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-0d4b33ac5127a2625daef289,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-000__core/training.json,PASS,EMPTY_MODEL,EMPTY_CANDIDATE_POOL,45,30,1,0,"{""attack"": 0.0, ""clean_post"": 0.0, ""clean_pre"": 0.0}",0,False,0,0,True
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-001,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-0295bb0a4eff535511e499be,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-001__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,45,30,1,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,2/3,197/300,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-010,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-08ea125f3ebc4a1d6df44d44,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-010__core/training.json,PASS,EMPTY_MODEL,EMPTY_CANDIDATE_POOL,45,30,1,0,"{""attack"": 0.0, ""clean_post"": 0.0, ""clean_pre"": 0.0}",0,False,0,0,True
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-011,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-ef2d81f1413fe2a5a8c3e43c,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-011__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,45,30,1,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,2/3,197/300,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-100,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-6c1aa7f352bf5ea1f83563fb,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-100__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,45,30,1,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,2/3,197/300,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-101,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-aed74d4d8287b4c0e09061f3,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-101__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,45,30,1,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,2/3,197/300,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-110,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-203051e51e28e06a59ecc9f3,False,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R06_sources/dispatch/jobs/R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-110__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,45,30,1,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,2/3,197/300,False
R06_SOURCE_REFIT,4ab418434ea79085746c2761a1314751b7c83a538813ae3872b3d9721a2823d4,LOEO-v1,GREEDY_OR,OP05,SRC-111,core,LOEO-v1,R02_FIXED_CACHE,R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core,R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core,LOEO-v1-03,53001f6db1116d9edc3d72c84ccddf9324e6ca9ad5fab0ae57d017e772f7b27e,r03-016f41d7f421b218512d7262,True,R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core,expected_model_units.jsonl#R06_SOURCE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/model.json,/Users/xavier/毕业设计/RBA-Cross-Device-Fingerprint/hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/training.json,PASS,FITTED,HEURISTIC_FEASIBLE,45,30,1,0,"{""attack"": 1.0, ""clean_post"": 1.0, ""clean_pre"": 1.0}",2,True,2/3,197/300,False
