opaque_id,attack_id,pre_id,post_id,phase,config_id,environment,fold_id,attack_cohort,primary_reason,secondary_reasons,changed_semantic_fields,C0_decision,W0_decision,R06_E_only_decision,R08_LOCO_C0_decision,evidence_paths,next_action
sample-f02d57f0c7074fb7ba06031d766d0e5f,sample-d253736cf33f4385b2396e1e24d3fd15,sample-a288027ed42c4956859c0202949cb553,sample-f02d57f0c7074fb7ba06031d766d0e5f,clean_post,w9-rule-boundary-cdp-ua-platform-desktop-v1,env-003,LOEO-v1-03,CROSS_ONLY,NOT_A_C0_MISS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.navigator_layer.platform"", ""app.web_data.navigator_layer.user_agent""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_ua_platform_desktop_v1:9"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=108"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=109"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=109"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-d253736cf33f4385b2396e1e24d3fd15""]",Keep detected/control examples; inspect W0 lost cases and Native gate before attributing cross-surface benefit.
sample-30c2aafc02bb4f88934f1a681b99ecfb,sample-a20bf5853e9a48feaff4e852bbdf47ad,sample-30c2aafc02bb4f88934f1a681b99ecfb,sample-6e5928800d93420cbd0f4fdeff9f2c56,clean_pre,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:1"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=109"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=18"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=18"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-a20bf5853e9a48feaff4e852bbdf47ad""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-a20bf5853e9a48feaff4e852bbdf47ad,sample-a20bf5853e9a48feaff4e852bbdf47ad,sample-30c2aafc02bb4f88934f1a681b99ecfb,sample-6e5928800d93420cbd0f4fdeff9f2c56,attack,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:2"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=110"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=75"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=75"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-a20bf5853e9a48feaff4e852bbdf47ad""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-6e5928800d93420cbd0f4fdeff9f2c56,sample-a20bf5853e9a48feaff4e852bbdf47ad,sample-30c2aafc02bb4f88934f1a681b99ecfb,sample-6e5928800d93420cbd0f4fdeff9f2c56,clean_post,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:3"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=111"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=49"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=49"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-a20bf5853e9a48feaff4e852bbdf47ad""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-3625f791402a4c98a874d7752e34d53e,sample-709e3db2a8c445b6a0a13a11ca21fbff,sample-3625f791402a4c98a874d7752e34d53e,sample-89556fc6e422470687be6418887a9da8,clean_pre,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:4"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=112"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=22"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=22"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-709e3db2a8c445b6a0a13a11ca21fbff""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-709e3db2a8c445b6a0a13a11ca21fbff,sample-709e3db2a8c445b6a0a13a11ca21fbff,sample-3625f791402a4c98a874d7752e34d53e,sample-89556fc6e422470687be6418887a9da8,attack,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:5"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=113"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=51"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=51"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-709e3db2a8c445b6a0a13a11ca21fbff""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-89556fc6e422470687be6418887a9da8,sample-709e3db2a8c445b6a0a13a11ca21fbff,sample-3625f791402a4c98a874d7752e34d53e,sample-89556fc6e422470687be6418887a9da8,clean_post,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:6"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=114"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=62"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=62"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-709e3db2a8c445b6a0a13a11ca21fbff""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-72f23290c2ce4bb7a649f50755488792,sample-aba820088d0b4934959e7c36372b33ab,sample-72f23290c2ce4bb7a649f50755488792,sample-35331f1c414b4c5693fa7ce53327c5fc,clean_pre,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:7"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=115"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=54"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=54"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-aba820088d0b4934959e7c36372b33ab""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-aba820088d0b4934959e7c36372b33ab,sample-aba820088d0b4934959e7c36372b33ab,sample-72f23290c2ce4bb7a649f50755488792,sample-35331f1c414b4c5693fa7ce53327c5fc,attack,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:8"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=116"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=81"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=81"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-aba820088d0b4934959e7c36372b33ab""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-35331f1c414b4c5693fa7ce53327c5fc,sample-aba820088d0b4934959e7c36372b33ab,sample-72f23290c2ce4bb7a649f50755488792,sample-35331f1c414b4c5693fa7ce53327c5fc,clean_post,w9-rule-boundary-cdp-webdriver-only-v1,env-003,LOEO-v1-03,BOTH_MISSED,SIGNAL_WITHOUT_CROSS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN"", ""FOLD_SHIFT_CONFIGURATION_ABSENT_FROM_TRAIN""]","[""app.web_data.automation_surface_layer.webdriver""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_api36_rule_boundary_cdp_webdriver_only_v1:9"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=117"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=20"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-03__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=20"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-aba820088d0b4934959e7c36372b33ab""]",Keep same-surface signals; no fabricated Native CPU/plugin/webdriver mirror. Inspect joint selection and legal automation.
sample-5aa4e9a6c7bf4de8b6bd41a854026c05,sample-e309872634a34831a5844178f012a88e,sample-5aa4e9a6c7bf4de8b6bd41a854026c05,sample-120e3c4d39f547b5a9ea2dd62196c7f6,clean_pre,w6-tool-056-legacy-default-v1,env-001,LOEO-v1-01,BOTH_DETECTED,NOT_A_C0_MISS_REFERENCE,"[""BUDGET_OR_COMPLEXITY"", ""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN""]","[""app.web_data.automation_surface_layer.webdriver"", ""app.web_data.navigator_layer.device_memory"", ""app.web_data.navigator_layer.hardware_concurrency"", ""app.web_data.navigator_layer.platform"", ""app.web_data.navigator_layer.user_agent""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_cdp_api30_controlled_v2:1"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=128"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=10"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=10"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-e309872634a34831a5844178f012a88e""]",Keep detected/control examples; inspect W0 lost cases and Native gate before attributing cross-surface benefit.
sample-e309872634a34831a5844178f012a88e,sample-e309872634a34831a5844178f012a88e,sample-5aa4e9a6c7bf4de8b6bd41a854026c05,sample-120e3c4d39f547b5a9ea2dd62196c7f6,attack,w6-tool-056-legacy-default-v1,env-001,LOEO-v1-01,BOTH_DETECTED,NOT_A_C0_MISS_REFERENCE,"[""BUDGET_OR_COMPLEXITY"", ""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN""]","[""app.web_data.automation_surface_layer.webdriver"", ""app.web_data.navigator_layer.device_memory"", ""app.web_data.navigator_layer.hardware_concurrency"", ""app.web_data.navigator_layer.platform"", ""app.web_data.navigator_layer.user_agent""]",MANIPULATION_ALERT,MANIPULATION_ALERT,MANIPULATION_ALERT,MANIPULATION_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_cdp_api30_controlled_v2:2"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=129"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=22"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=22"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-e309872634a34831a5844178f012a88e""]",Keep detected/control examples; inspect W0 lost cases and Native gate before attributing cross-surface benefit.
sample-120e3c4d39f547b5a9ea2dd62196c7f6,sample-e309872634a34831a5844178f012a88e,sample-5aa4e9a6c7bf4de8b6bd41a854026c05,sample-120e3c4d39f547b5a9ea2dd62196c7f6,clean_post,w6-tool-056-legacy-default-v1,env-001,LOEO-v1-01,BOTH_DETECTED,NOT_A_C0_MISS_REFERENCE,"[""BUDGET_OR_COMPLEXITY"", ""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN""]","[""app.web_data.automation_surface_layer.webdriver"", ""app.web_data.navigator_layer.device_memory"", ""app.web_data.navigator_layer.hardware_concurrency"", ""app.web_data.navigator_layer.platform"", ""app.web_data.navigator_layer.user_agent""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_cdp_api30_controlled_v2:3"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=130"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=3"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=3"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-e309872634a34831a5844178f012a88e""]",Keep detected/control examples; inspect W0 lost cases and Native gate before attributing cross-surface benefit.
sample-a2b40d8e26654e33977d07e8029b4152,sample-50047e752ee34cadb1371d0d6bc8306f,sample-a2b40d8e26654e33977d07e8029b4152,sample-d3d254c58cde4c868caff5fdd10665e8,clean_pre,w6-tool-056-legacy-default-v1,env-001,LOEO-v1-01,BOTH_DETECTED,NOT_A_C0_MISS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN""]","[""app.web_data.automation_surface_layer.webdriver"", ""app.web_data.navigator_layer.device_memory"", ""app.web_data.navigator_layer.hardware_concurrency"", ""app.web_data.navigator_layer.platform"", ""app.web_data.navigator_layer.user_agent""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_cdp_api30_controlled_v2:4"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=131"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=19"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=19"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-50047e752ee34cadb1371d0d6bc8306f""]",Keep detected/control examples; inspect W0 lost cases and Native gate before attributing cross-surface benefit.
sample-50047e752ee34cadb1371d0d6bc8306f,sample-50047e752ee34cadb1371d0d6bc8306f,sample-a2b40d8e26654e33977d07e8029b4152,sample-d3d254c58cde4c868caff5fdd10665e8,attack,w6-tool-056-legacy-default-v1,env-001,LOEO-v1-01,BOTH_DETECTED,NOT_A_C0_MISS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN""]","[""app.web_data.automation_surface_layer.webdriver"", ""app.web_data.navigator_layer.device_memory"", ""app.web_data.navigator_layer.hardware_concurrency"", ""app.web_data.navigator_layer.platform"", ""app.web_data.navigator_layer.user_agent""]",MANIPULATION_ALERT,MANIPULATION_ALERT,MANIPULATION_ALERT,MANIPULATION_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_cdp_api30_controlled_v2:5"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=132"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=8"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=8"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-50047e752ee34cadb1371d0d6bc8306f""]",Keep detected/control examples; inspect W0 lost cases and Native gate before attributing cross-surface benefit.
sample-d3d254c58cde4c868caff5fdd10665e8,sample-50047e752ee34cadb1371d0d6bc8306f,sample-a2b40d8e26654e33977d07e8029b4152,sample-d3d254c58cde4c868caff5fdd10665e8,clean_post,w6-tool-056-legacy-default-v1,env-001,LOEO-v1-01,BOTH_DETECTED,NOT_A_C0_MISS_REFERENCE,"[""FOLD_SHIFT_ZERO_MARGINAL_TRAIN_GAIN""]","[""app.web_data.automation_surface_layer.webdriver"", ""app.web_data.navigator_layer.device_memory"", ""app.web_data.navigator_layer.hardware_concurrency"", ""app.web_data.navigator_layer.platform"", ""app.web_data.navigator_layer.user_agent""]",NO_ALERT,NO_ALERT,NO_ALERT,NO_ALERT,"[""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/01_admission/facts_and_eligibility.jsonl#candidate_id=20260823_cdp_api30_controlled_v2:6"", ""hybridguard_agent/artifacts/formal_manipulation_v1_20260923/02_inputs/inference_inputs.jsonl#line=133"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R05_primary/dispatch/jobs/R05_PRIMARY__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__core/predictions.jsonl#line=21"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v1_20260924/R07_representation/dispatch/jobs/R07_SINGLE_SURFACE_REFIT__LOEO-v1-01__GREEDY_OR__OP05__SRC-111__app_web67/predictions.jsonl#line=21"", ""hybridguard_agent/artifacts/discriminative_rule_learning_v2_20260925/A_diagnosis_pilot/triplet_evidence.jsonl#attack_id=sample-50047e752ee34cadb1371d0d6bc8306f""]",Keep detected/control examples; inspect W0 lost cases and Native gate before attributing cross-surface benefit.
